"id","created_at","name","has_test","alternate_url"
"128472550","2025-12-05T11:53:11+0300","-","false","https://hh.ru/vacancy/128472550"
"128472550","2025-12-05T11:53:11+0300","-","false","https://hh.ru/vacancy/128472550"
