('Total Revenue', '305,453,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         962078 function calls (937808 primitive calls) in 7.619 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      269    0.000    0.000    0.000    0.000 response.py:187(has_unconsumed_tail)
  133/115    0.000    0.000    0.000    0.000 typing.py:1258(__hash__)
      359    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
      340    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
       45    0.000    0.000    0.000    0.000 response.py:1328(_update_chunk_length)
      2/1    0.000    0.000    1.873    1.873 sessions.py:673(send)
        6    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
      484    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
        8    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       20    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
        2    0.000    0.000    0.005    0.003 models.py:1(<module>)
       11    0.000    0.000    0.000    0.000 client.py:1312(putheader)
        1    0.000    0.000    0.123    0.123 element.py:1(<module>)
       50    0.000    0.000    0.000    0.000 ipaddress.py:1920(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:1309(_real_close)
    91/64    0.000    0.000    0.003    0.000 typing.py:508(__getitem__)
        1    0.000    0.000    0.000    0.000 dammit.py:734(UnicodeDammit)
        9    0.000    0.000    0.000    0.000 cookiejar.py:949(set_ok)
       55    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        2    0.000    0.000    1.247    0.623 connection.py:540(getresponse)
       43    0.000    0.000    0.000    0.000 typing.py:2476(overload)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
       19    0.000    0.000    0.000    0.000 cookiejar.py:677(escape_path)
        2    0.000    0.000    0.001    0.000 parser.py:56(parsestr)
       42    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
       70    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        1    0.000    0.000    0.078    0.078 connectionpool.py:1(<module>)
        2    0.000    0.000    1.470    0.735 adapters.py:590(send)
      172    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        9    0.000    0.000    0.000    0.000 cookiejar.py:1486(_cookie_from_cookie_tuple)
        2    0.000    0.000    0.000    0.000 connection.py:424(request)
        2    0.000    0.000    1.467    0.733 connectionpool.py:592(urlopen)
      164    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1389(_normalized_cookie_tuples)
       75    0.000    0.000    0.000    0.000 typing.py:2310(get_origin)
        6    0.000    0.000    0.001    0.000 cookiejar.py:1599(make_cookies)
        9    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
       12    0.000    0.000    0.000    0.000 message.py:529(get_all)
        2    0.000    0.000    0.082    0.041 client.py:218(_read_headers)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        3    0.000    0.000    0.076    0.025 exceptions.py:1(<module>)
        4    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
        5    0.000    0.000    0.000    0.000 request.py:2505(getproxies_environment)
      3/2    0.000    0.000    1.508    0.754 sessions.py:159(resolve_redirects)
       43    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:1533(__getitem_inner__)
      142    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       57    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
        1    0.000    0.000    0.006    0.006 cookiejar.py:1(<module>)
       69    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
      192    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.025    0.025 ssl_.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
       22    0.000    0.000    0.000    0.000 _htmlparser.py:226(handle_charref)
      216    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       63    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
       25    0.000    0.000    0.000    0.000 cookiejar.py:620(request_host)
       14    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
      270    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        1    0.000    0.000    0.002    0.002 parse.py:1(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:135(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 element.py:352(PageElement)
      258    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
       16    0.000    0.000    0.000    0.000 message.py:494(get)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        1    0.000    0.000    0.224    0.224 __init__.py:211(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        6    0.000    0.000    0.001    0.000 cookiejar.py:1680(extract_cookies)
        1    0.000    0.000    0.219    0.219 connection.py:724(connect)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
        2    0.000    0.000    1.247    0.623 client.py:329(begin)
       49    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
        3    0.000    0.000    0.000    0.000 url.py:367(parse_url)
       12    0.000    0.000    0.000    0.000 queue.py:122(put)
        1    0.000    0.000    0.082    0.082 ssl.py:956(_create)
        1    0.000    0.000    0.016    0.016 client.py:1(<module>)
        2    0.000    0.000    1.466    0.733 connectionpool.py:377(_make_request)
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       21    0.000    0.000    0.000    0.000 parse.py:947(quote_from_bytes)
        2    0.000    0.000    0.003    0.001 abc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _collections.py:341(extend)
       65    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
       13    0.000    0.000    0.000    0.000 queue.py:154(get)
      128    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.006    0.006 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.001    0.001 ssl_.py:225(create_urllib3_context)
        3    0.000    0.000    0.000    0.000 filter.py:378(__init__)
       69    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
        1    0.000    0.000    0.018    0.018 adapters.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _common.py:1(<module>)
        2    0.000    0.000    1.164    0.582 client.py:296(_read_status)
      122    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       16    0.000    0.000    0.011    0.001 css_parser.py:1149(process_selectors)
        1    0.000    0.000    0.104    0.104 connection.py:901(_ssl_wrap_socket_and_match_hostname)
       55    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        1    0.000    0.000    0.049    0.049 compat.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
      120    0.000    0.000    0.000    0.000 <frozen os>:703(__iter__)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
      164    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
       43    0.000    0.000    0.000    0.000 _collections.py:306(add)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7f830e557ba0}
        2    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        7    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       64    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
       73    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        2    0.000    0.000    0.000    0.000 client.py:1156(putrequest)
        2    0.000    0.000    0.044    0.022 api.py:1(<module>)
        2    0.000    0.000    0.001    0.001 _collections.py:1(<module>)
        1    0.000    0.000    0.018    0.018 cd.py:1(<module>)
        2    0.000    0.000    0.005    0.003 core.py:1(<module>)
       99    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      163    0.000    0.000    0.000    0.000 enum.py:1292(value)
        6    0.000    0.000    0.001    0.000 cookies.py:124(extract_cookies_to_jar)
        9    0.000    0.000    0.000    0.000 cookiejar.py:1015(set_ok_domain)
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
       70    0.000    0.000    0.000    0.000 typing_extensions.py:3165(_is_unpacked_typevartuple)
      169    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.035    0.035 socket.py:946(getaddrinfo)
       35    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        7    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
       44    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        1    0.000    0.000    7.114    7.114 financial.py:24(main)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2366(_signature_from_function)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
    32/16    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
       21    0.000    0.000    0.000    0.000 parse.py:871(quote)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f830e603b00}
        1    0.000    0.000    0.020    0.020 sessions.py:1(<module>)
       24    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        1    0.000    0.000    0.005    0.005 _typing.py:1(<module>)
        1    0.000    0.000    0.041    0.041 formatter.py:1(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        1    0.000    0.000    0.115    0.115 connection.py:27(create_connection)
        8    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
      295    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
       20    0.000    0.000    0.000    0.000 parse.py:164(hostname)
       53    0.000    0.000    0.000    0.000 feedparser.py:77(readline)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        3    0.000    0.000    0.014    0.005 filter.py:163(find_all)
        6    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
        1    0.000    0.000    0.067    0.067 _request_methods.py:1(<module>)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        6    0.000    0.000    0.000    0.000 feedparser.py:100(push)
        9    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        2    0.000    0.000    0.001    0.000 adapters.py:336(build_response)
      120    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
       22    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
       98    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 response.py:722(__init__)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
       63    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       12    0.000    0.000    0.000    0.000 copy.py:61(copy)
       11    0.000    0.000    0.000    0.000 connection.py:410(putheader)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.002    0.002 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:98(EntitySubstitution)
        2    0.000    0.000    0.000    0.000 utils.py:207(get_netrc_auth)
        1    0.000    0.000    0.001    0.001 sessions.py:457(prepare_request)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:603(_get_protocol_attrs)
        3    0.000    0.000    0.000    0.000 utils.py:755(should_bypass_proxies)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
       12    0.000    0.000    0.000    0.000 cookiejar.py:726(is_third_party)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
       53    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
       12    0.000    0.000    0.000    0.000 cookiejar.py:550(domain_match)
       16    0.000    0.000    0.024    0.002 css_parser.py:306(__init__)
      191    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       12    0.000    0.000    0.000    0.000 cookies.py:349(set_cookie)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
      119    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        9    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
      164    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
       14    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       10    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        5    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
       88    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
        9    0.000    0.000    0.000    0.000 cookiejar.py:761(__init__)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:531(__setattr__)
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       64    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        2    0.000    0.000    0.001    0.000 parser.py:41(parse)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
    70/39    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
      134    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 response.py:466(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
       22    0.000    0.000    0.000    0.000 dammit.py:1371(numeric_character_reference)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        2    0.000    0.000    0.001    0.000 client.py:236(_parse_header_lines)
      114    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
       10    0.000    0.000    0.000    0.000 structures.py:40(__init__)
       26    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
        1    0.000    0.000    0.003    0.003 _htmlparser.py:1(<module>)
        2    0.000    0.000    0.012    0.006 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        5    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
       32    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.083    0.083 _base_connection.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        8    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       12    0.000    0.000    0.000    0.000 cookiejar.py:1667(set_cookie)
        1    0.000    0.000    0.007    0.007 filepost.py:1(<module>)
       66    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        1    0.000    0.000    0.004    0.004 css_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1578(_cookies_from_attrs_set)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
      164    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
       26    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        1    0.000    0.000    0.025    0.025 css_parser.py:428(CSSParser)
        1    0.000    0.000    1.873    1.873 sessions.py:500(request)
       42    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 ssl_.py:186(resolve_cert_reqs)
        1    0.000    0.000    0.115    0.115 connection.py:198(_new_conn)
        8    0.000    0.000    0.000    0.000 feedparser.py:176(_call_parse)
        7    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
        5    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        2    0.000    0.000    0.000    0.000 models.py:658(__init__)
        3    0.000    0.000    0.014    0.005 element.py:1266(_find_all)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        2    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
       11    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
       43    0.000    0.000    0.000    0.000 message.py:511(set_raw)
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
       15    0.000    0.000    0.000    0.000 filter.py:492(_make_match_rules)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        2    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
      134    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       59    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        1    0.000    0.000    0.000    0.000 response.py:1065(read)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2314(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
       44    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
       20    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        2    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:669(reset)
       29    0.000    0.000    0.000    0.000 element.py:2368(get_attribute_list)
        2    0.000    0.000    0.001    0.000 _adapters.py:1(<module>)
       35    0.000    0.000    0.000    0.000 cookies.py:49(get_full_url)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1096(return_ok)
      130    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        2    0.000    0.000    1.247    0.623 client.py:1404(getresponse)
       10    0.000    0.000    0.000    0.000 cookiejar.py:647(request_path)
       24    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
       36    0.000    0.000    0.000    0.000 cookiejar.py:535(is_HDN)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        4    0.000    0.000    0.000    0.000 utils.py:828(select_proxy)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       35    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        6    0.000    0.000    0.000    0.000 calendar.py:683(timegm)
      9/7    0.000    0.000    0.009    0.001 <frozen importlib._bootstrap_external>:1287(create_module)
        3    0.000    0.000    0.014    0.005 element.py:3024(find_all)
       49    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
       20    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       12    0.000    0.000    0.000    0.000 cookiejar.py:691(reach)
        7    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        4    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        6    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        2    0.000    0.000    0.002    0.001 adapters.py:280(cert_verify)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
        1    0.000    0.000    0.000    0.000 inspect.py:2470(_signature_from_callable)
        2    0.000    0.000    0.000    0.000 response.py:1013(_raw_read)
        7    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:670(__new__)
       35    0.000    0.000    0.000    0.000 typing_extensions.py:3105(_check_generic)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:1519(__getitem__)
        6    0.000    0.000    0.000    0.000 filter.py:224(__init__)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
        1    0.000    0.000    0.000    0.000 models.py:351(prepare)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
        3    0.000    0.000    0.000    0.000 retry.py:211(__init__)
        8    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        8    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        7    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        7    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
       11    0.000    0.000    0.000    0.000 connection.py:459(<genexpr>)
        1    0.000    0.000    0.003    0.003 fields.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
       16    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        2    0.000    0.000    0.000    0.000 adapters.py:423(get_connection_with_tls_context)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        7    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
        2    0.000    0.000    0.001    0.000 readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        6    0.000    0.000    0.000    0.000 feedparser.py:171(feed)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
       28    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       26    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        2    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
        1    0.000    0.000    0.000    0.000 __init__.py:1282(ZipFile)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:794(__init_subclass__)
       50    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        2    0.000    0.000    0.000    0.000 client.py:266(__init__)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
       24    0.000    0.000    0.000    0.000 threading.py:394(notify)
        1    0.000    0.000    0.008    0.008 _policybase.py:1(<module>)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        7    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        1    0.000    0.000    0.103    0.103 ssl_.py:413(ssl_wrap_socket)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_IPv4Constants)
        7    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        1    0.000    0.000    1.874    1.874 api.py:14(request)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        2    0.000    0.000    0.000    0.000 message.py:483(items)
       21    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
       16    0.000    0.000    0.000    0.000 typing.py:1542(<genexpr>)
       49    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 response.py:451(BaseHTTPResponse)
        1    0.000    0.000    0.000    0.000 client.py:885(__init__)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:8(PackageMetadata)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        1    0.000    0.000    0.009    0.009 feedparser.py:1(<module>)
        2    0.000    0.000    0.219    0.109 connectionpool.py:1085(_validate_conn)
        2    0.000    0.000    0.000    0.000 adapters.py:178(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:770(close)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        1    0.000    0.000    0.069    0.069 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:19(Message)
        1    0.000    0.000    0.000    0.000 parse.py:220(_NetlocResultMixinBytes)
        5    0.000    0.000    0.401    0.080 models.py:890(content)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
       25    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
       13    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_entityref)
        1    0.000    0.000    1.874    1.874 api.py:62(get)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.224    0.224 _htmlparser.py:433(feed)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
