"id","created_at","name","has_test","alternate_url"
"128544099","2025-12-08T17:02:05+0300","-","false","https://hh.ru/vacancy/128544099"
"128544099","2025-12-08T17:02:05+0300","-","false","https://hh.ru/vacancy/128544099"
