"id","created_at","name","has_test","alternate_url"
"127819012","2025-12-15T11:57:54+0300","Junior","false","https://hh.ru/vacancy/127819012"
"128746670","2025-12-15T12:48:41+0300","Middle","false","https://hh.ru/vacancy/128746670"
"128746726","2025-12-15T12:50:05+0300","Middle","false","https://hh.ru/vacancy/128746726"
"128760629","2025-12-15T17:11:05+0300","-","true","https://hh.ru/vacancy/128760629"
"127819012","2025-12-15T11:57:54+0300","Junior","false","https://hh.ru/vacancy/127819012"
"128746670","2025-12-15T12:48:41+0300","Middle","false","https://hh.ru/vacancy/128746670"
"128746726","2025-12-15T12:50:05+0300","Middle","false","https://hh.ru/vacancy/128746726"
"128760629","2025-12-15T17:11:05+0300","-","true","https://hh.ru/vacancy/128760629"
