Sat Feb  7 17:53:32 2026    profile_http.prof

         415863 function calls (393293 primitive calls) in 0.492 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       50    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1920(__init__)
       14    0.000    0.000    0.006    0.000 <frozen zipimport>:64(__init__)
      326    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:428(_get_iscased)
      186    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       75    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/soupsieve/css_types.py:251(__init__)
       51    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:407(_generate_overlap_table)
      219    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:70(_is_internal_class)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1035(_find_new_)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1414(_missing_)
      484    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/soupsieve/css_types.py:73(__hash__)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1548(__getitem__)
      127    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:202(__get__)
        1    0.000    0.000    0.001    0.001 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/bs4/__init__.py:135(BeautifulSoup)
      216    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/tokenize.py:85(_all_string_prefixes)
        1    0.000    0.000    0.209    0.209 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/bs4/element.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/soupsieve/css_match.py:1571(SoupSieve)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1502(__init__)
       25    0.000    0.000    0.001    0.000 /usr/lib/python3.12/typing.py:740(Optional)
       55    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.001    0.001 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_status_codes.py:1(<module>)
      126    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:513(__prepare__)
        1    0.000    0.000    0.197    0.197 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_client.py:1(<module>)
      137    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1454(<genexpr>)
       62    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/__init__.py:26(__new__)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:967(_get_mixins_)
    87/62    0.000    0.000    0.003    0.000 /usr/lib/python3.12/typing.py:508(__getitem__)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.12/pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/bs4/dammit.py:734(UnicodeDammit)
        1    0.000    0.000    0.021    0.021 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_multipart.py:1(<module>)
      170    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       38    0.000    0.000    0.001    0.000 <frozen abc>:105(__new__)
      214    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       42    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:885(__init__)
        1    0.000    0.000    0.024    0.024 /usr/lib/python3.12/urllib/request.py:1(<module>)
      312    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:241(__set_name__)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1721(_get_protocol_attrs)
       70    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:2310(get_origin)
        1    0.000    0.000    0.002    0.002 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:1(<module>)
    18/13    0.000    0.000    0.136    0.010 {built-in method builtins.__import__}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/token.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.12/urllib/parse.py:1(<module>)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.12/opcode.py:66(pseudo_op)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
      287    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        1    0.000    0.000    0.230    0.230 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/bs4/builder/__init__.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.12/http/cookiejar.py:1(<module>)
      133    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1533(__getitem_inner__)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.12/shutil.py:1(<module>)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:381(decorator)
       62    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_status_codes.py:28(__new__)
        1    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/bs4/element.py:352(PageElement)
      185    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.018    0.018 /usr/lib/python3.12/http/client.py:1(<module>)
       27    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       54    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:479(lru_cache)
      234    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/enum.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1047(_generic_class_getitem)
      134    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.12/re/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/charset_normalizer/utils.py:1(<module>)
       69    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       14    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
       63    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:317(_deduplicate)
      190    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:467(<genexpr>)
      325    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/soupsieve/css_parser.py:312(get_name)
       76    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_constants.py:57(__new__)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:391(_bytes_to_codes)
      111    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_constants.py:69(_makecodes)
       78    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:304(checkgroupname)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:383(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_transports/default.py:1(<module>)
       55    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/_policybase.py:99(_extend_docstrings)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/bs4/element.py:1764(Tag)
      131    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:957(_check_for_existing_members_)
       16    0.000    0.000    0.010    0.001 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/soupsieve/css_parser.py:1149(process_selectors)
       34    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1631(_make_netmask)
        1    0.000    0.000    0.243    0.243 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/bs4/__init__.py:1(<module>)
       31    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1286(__init__)
       70    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/typing_extensions.py:3165(_is_unpacked_typevartuple)
        1    0.000    0.000    0.007    0.007 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/bs4/_typing.py:1(<module>)
       46    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1755(_parse_hextet)
      256    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f8179aeba60}
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1822(__new__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/json/encoder.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.12/calendar.py:1(<module>)
      261    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:2366(_signature_from_function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ast.py:724(_Unparser)
        1    0.000    0.000    0.006    0.006 <frozen ntpath>:1(<module>)
      135    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
       98    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/bs4/dammit.py:197(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/threading.py:1(<module>)
      131    0.000    0.000    0.000    0.000 /usr/lib/python3.12/collections/__init__.py:429(<genexpr>)
        1    0.000    0.000    0.011    0.011 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/idna/core.py:1(<module>)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/hashlib.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1519(__getitem__)
        1    0.000    0.000    0.018    0.018 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/charset_normalizer/cd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_status_codes.py:8(codes)
        1    0.000    0.000    0.013    0.013 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/soupsieve/css_match.py:1(<module>)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
      107    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/charset_normalizer/constant.py:398(<lambda>)
        1    0.000    0.000    0.032    0.032 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_content.py:1(<module>)
       16    0.000    0.000    0.024    0.002 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/soupsieve/css_parser.py:306(__init__)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1415(__mro_entries__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/re/_compiler.py:1(<module>)
       28    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/typing_extensions.py:531(__setattr__)
        1    0.000    0.000    0.138    0.138 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_auth.py:1(<module>)
      132    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:820(<genexpr>)
        1    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/soupsieve/css_match.py:79(_DocumentNav)
      126    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:135(<lambda>)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1187(_ip_int_from_string)
      126    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:125(<lambda>)
        1    0.000    0.000    0.086    0.086 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/bs4/formatter.py:1(<module>)
        1    0.000    0.000    0.034    0.034 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/charset_normalizer/__init__.py:1(<module>)
      126    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:130(<lambda>)
      136    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1161(_make_netmask)
      126    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:145(<lambda>)
        1    0.000    0.000    0.023    0.023 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/charset_normalizer/api.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/typing_extensions.py:603(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:837(HTTPConnection)
      126    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:150(<lambda>)
       11    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       61    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1557(<genexpr>)
        1    0.000    0.000    0.209    0.209 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_api.py:1(<module>)
      126    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:140(<lambda>)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1515(copy_with)
        1    0.000    0.000    0.001    0.001 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/bs4/dammit.py:98(EntitySubstitution)
        1    0.000    0.000    0.025    0.025 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/soupsieve/css_parser.py:428(CSSParser)
        1    0.000    0.000    0.007    0.007 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/soupsieve/css_types.py:1(<module>)
       87    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:2476(overload)
       89    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:93(_is_single_bit)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.12/traceback.py:1(<module>)
      140    0.000    0.000    0.000    0.000 /usr/lib/python3.12/opcode.py:51(def_op)
        1    0.000    0.000    0.003    0.003 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_decoders.py:1(<module>)
      166    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
      107    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1292(value)
        1    0.000    0.000    0.032    0.032 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_transports/__init__.py:1(<module>)
       75    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/copy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/mimetypes.py:402(_default_mime_types)
        1    0.000    0.000    0.010    0.010 /usr/lib/python3.12/email/utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/selectors.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/bs4/builder/_htmlparser.py:1(<module>)
      135    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_config.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.12/json/__init__.py:1(<module>)
       56    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:944(__hash__)
        1    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/bs4/filter.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/textwrap.py:17(TextWrapper)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1082(Enum)
        1    0.000    0.000    0.006    0.006 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_transports/asgi.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.12/tempfile.py:1(<module>)
        1    0.000    0.000    0.079    0.079 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/soupsieve/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:2314(_IPv6Constants)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1166(__mro_entries__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:2761(_make_nmtuple)
        1    0.000    0.000    0.038    0.038 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_urls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:2470(_signature_from_callable)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.12/mimetypes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/email/header.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/lzma.py:1(<module>)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1394(_iter_member_by_value_)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/charset_normalizer/models.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1377(getLogger)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1404(_iter_member_by_def_)
      135    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:944(SSLSocket)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_client.py:188(BaseClient)
      130    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:942(<lambda>)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:986(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_client.py:594(Client)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:826(Path)
       86    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/typing_extensions.py:670(__new__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/json/decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_exceptions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/soupsieve/__meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_models.py:515(Response)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1841(__init__)
      4/3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       34    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/typing_extensions.py:3105(_check_generic)
        1    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/bs4/dammit.py:485(EncodingDetector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:671(_BaseNetwork)
      113    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:2112(runtime_checkable)
        1    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_transports/wsgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/soupsieve/css_parser.py:681(parse_pseudo_nth)
      8/6    0.000    0.000    0.009    0.001 <frozen importlib._bootstrap_external>:1287(create_module)
       37    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/bs4/builder/_html5lib.py:1(<module>)
       34    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1885(_split_scope_id)
       81    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:928(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1569(_IPv4Constants)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_transports/base.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/typing_extensions.py:794(__init_subclass__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/struct.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.12/html/parser.py:1(<module>)
       16    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/soupsieve/css_parser.py:459(__init__)
        1    0.000    0.000    0.002    0.002 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/soupsieve/pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:3129(IO)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:291(PurePath)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:2712(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/d/School21/Projects/Data Science/DSB4_Package_management.ID_1577671-1/src/ex00/melaniwi/lib/python3.12/site-packages/httpx/_client.py:1307(AsyncClient)
        1    0.000    0.000    0.013    0.013 /usr/lib/python3.12/email/feedparser.py:1(<module>)
